1	&	9.000000	&	1.000000
2	&	7.200000	&	-0.800000
3	&	5.760000	&	0.640000
4	&	4.608000	&	-0.512000
5	&	3.686400	&	0.409600
6	&	2.949120	&	-0.327680
7	&	2.359296	&	0.262144
8	&	1.887437	&	-0.209715
9	&	1.509949	&	0.167772
10	&	1.207960	&	-0.134218
\vdots
51	&	0.000128	&	0.000014
52	&	0.000103	&	-0.000011
53	&	0.000082	&	0.000009
54	&	0.000066	&	-0.000007
55	&	0.000053	&	0.000006
56	&	0.000042	&	-0.000005
